booking_id,booking_date,checkin_date,checkout_date,client_id,client_name,service_id,service_name,service_category,destination,agent_id,agent_name,status,pax,nights,revenue,cost,currency
BK-021317,2024-09-17,2024-09-19,2024-09-20,1,Sakura Travel Group,1,City Walking Tour,Tour,Paris,1,Marie Dubois,Completed,6,1,1134.97,753.64,EUR
BK-021318,2024-09-13,2024-11-20,2024-12-01,6,Southern Cross Holidays,16,Hotel Vieux Lyon,Accommodation,Lyon,3,Sophie Laurent,Completed,1,11,3577.8,2860.96,EUR
BK-021319,2024-09-03,2024-09-11,2024-09-12,14,Direct Client - Web,18,Marseille Port Tour,Tour,Marseille,3,Sophie Laurent,Completed,3,0,242.28,176.11,EUR
BK-021320,2024-09-21,2024-11-11,2024-11-13,12,Kiwi Adventures Ltd,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,5,Camille Moreau,Completed,2,2,696.27,553.16,EUR
BK-021321,2024-09-19,2024-11-30,2024-12-01,15,Horizon Corp Events,2,Airport Transfer,Transfer,Paris,1,Marie Dubois,Completed,11,0,1511.09,1002.74,EUR
BK-021322,2024-09-22,2024-10-14,2024-10-19,5,Gulf Luxury Travel,20,Hotel Negresco Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,4,5,3393.52,2518.76,EUR
BK-021323,2024-09-19,2024-10-11,2024-10-12,7,Beijing Star International,13,Private Car Service,Transfer,Multi-city,8,Thomas Roux,Completed,11,0,1194.61,840.94,EUR
BK-021324,2024-09-03,2024-09-10,2024-09-13,8,Nordic Explorers AB,20,Hotel Negresco Nice,Accommodation,Nice,4,Jean-Luc Bernard,Completed,6,3,3205.36,2183.23,EUR
BK-021325,2024-09-28,2024-10-18,2024-10-19,9,Maple Leaf Journeys,17,Strasbourg Christmas Tour,Tour,Strasbourg,7,Isabelle Leroy,Completed,11,1,905.65,614.85,EUR
BK-021326,2024-09-29,2024-11-24,2024-12-05,20,Swiss Premium Tours,3,Hotel Le Marais,Accommodation,Paris,1,Marie Dubois,Completed,6,11,11003.42,8555.9,EUR
BK-021327,2024-09-07,2024-09-10,2024-09-13,3,Pacific Coast Tours,5,Wine Tasting Bordeaux,Tour,Bordeaux,5,Camille Moreau,Completed,12,3,1653.34,1185.96,EUR
BK-021328,2024-09-26,2024-12-22,2024-12-27,3,Pacific Coast Tours,20,Hotel Negresco Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,8,5,9316.06,6584.63,EUR
BK-021329,2024-09-02,2024-09-26,2024-09-27,9,Maple Leaf Journeys,15,Provence Lavender Tour,Tour,Provence,6,Nicolas Petit,Completed,5,0,941.6,536.92,EUR
BK-021330,2024-09-20,2024-10-06,2024-10-17,6,Southern Cross Holidays,16,Hotel Vieux Lyon,Accommodation,Lyon,5,Camille Moreau,Completed,6,11,19236.66,12027.01,EUR
BK-021331,2024-09-09,2024-11-24,2024-11-25,2,Alpine Adventures GmbH,9,Lyon Food Tour,Tour,Lyon,3,Sophie Laurent,Completed,7,0,543.04,422.39,EUR
BK-021332,2024-09-13,2024-10-28,2024-10-29,16,Mumbai Getaways Pvt,18,Marseille Port Tour,Tour,Marseille,3,Sophie Laurent,Completed,1,0,174.23,120.11,EUR
BK-021333,2024-09-12,2024-11-10,2024-11-11,19,Amazon Corp Travel,1,City Walking Tour,Tour,Paris,8,Thomas Roux,Completed,5,0,898.05,710.45,EUR
BK-021334,2024-09-11,2024-11-08,2024-11-09,20,Swiss Premium Tours,11,D-Day Normandy Tour,Tour,Normandy,3,Sophie Laurent,Completed,6,1,609.46,460.03,EUR
BK-021335,2024-09-12,2024-12-03,2024-12-04,18,Thai Smile Holidays,14,Versailles Day Trip,Tour,Versailles,5,Camille Moreau,Completed,7,0,1208.85,885.16,EUR
BK-021336,2024-09-11,2024-12-09,2024-12-10,5,Gulf Luxury Travel,18,Marseille Port Tour,Tour,Marseille,4,Jean-Luc Bernard,Completed,7,0,1250.05,772.91,EUR
BK-021337,2024-09-20,2024-12-12,2024-12-15,2,Alpine Adventures GmbH,10,Mont Blanc Excursion,Tour,Chamonix,1,Marie Dubois,Completed,3,3,587.89,374.04,EUR
BK-021338,2024-09-02,2024-10-23,2024-10-24,10,Seoul Wanderers Co.,15,Provence Lavender Tour,Tour,Provence,5,Camille Moreau,Completed,7,1,403.15,316.35,EUR
BK-021339,2024-09-16,2024-12-14,2024-12-17,10,Seoul Wanderers Co.,16,Hotel Vieux Lyon,Accommodation,Lyon,8,Thomas Roux,Cancelled,8,3,3791.72,2451.67,EUR
BK-021340,2024-09-02,2024-11-29,2024-11-30,11,Roma Viaggi SRL,18,Marseille Port Tour,Tour,Marseille,8,Thomas Roux,Cancelled,3,1,451.21,316.21,EUR
BK-021341,2024-09-04,2024-11-30,2024-12-01,2,Alpine Adventures GmbH,2,Airport Transfer,Transfer,Paris,7,Isabelle Leroy,Completed,4,0,248.18,165.05,EUR
BK-021342,2024-09-22,2024-10-03,2024-10-04,9,Maple Leaf Journeys,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,1,0,151.69,89.38,EUR
BK-021343,2024-09-25,2024-12-07,2024-12-13,15,Horizon Corp Events,16,Hotel Vieux Lyon,Accommodation,Lyon,4,Jean-Luc Bernard,Cancelled,4,6,8296.89,6276.87,EUR
BK-021344,2024-09-25,2024-12-18,2024-12-27,16,Mumbai Getaways Pvt,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,7,Isabelle Leroy,Completed,6,9,18281.08,11699.52,EUR
BK-021345,2024-09-05,2024-10-18,2024-10-21,18,Thai Smile Holidays,17,Strasbourg Christmas Tour,Tour,Strasbourg,6,Nicolas Petit,Completed,7,3,1270.64,813.24,EUR
BK-021346,2024-09-14,2024-11-03,2024-11-06,17,Andalucia Sun Tours,9,Lyon Food Tour,Tour,Lyon,3,Sophie Laurent,Completed,11,3,1211.41,931.21,EUR
BK-021347,2024-09-04,2024-10-03,2024-10-04,2,Alpine Adventures GmbH,2,Airport Transfer,Transfer,Paris,1,Marie Dubois,Completed,3,0,213.63,131.45,EUR
BK-021348,2024-09-11,2024-10-13,2024-10-18,15,Horizon Corp Events,8,Hotel Promenade Nice,Accommodation,Nice,6,Nicolas Petit,Cancelled,3,5,3569.11,2529.99,EUR
BK-021349,2024-10-10,2024-12-08,2024-12-10,4,Voyages Lumiere,1,City Walking Tour,Tour,Paris,5,Camille Moreau,Completed,6,2,331.7,237.69,EUR
BK-021350,2024-10-25,2024-11-20,2024-11-21,14,Direct Client - Web,16,Hotel Vieux Lyon,Accommodation,Lyon,6,Nicolas Petit,Completed,11,1,1194.54,676.61,EUR
BK-021351,2024-10-13,2025-01-04,2025-01-05,18,Thai Smile Holidays,4,Seine River Cruise,Tour,Paris,8,Thomas Roux,Completed,6,1,889.46,566.64,EUR
BK-021352,2024-10-06,2024-10-29,2024-10-30,7,Beijing Star International,19,Ski Package Alps,Tour,Chamonix,4,Jean-Luc Bernard,Completed,11,0,800.4,455.54,EUR
BK-021353,2024-10-15,2024-12-14,2024-12-16,17,Andalucia Sun Tours,3,Hotel Le Marais,Accommodation,Paris,1,Marie Dubois,Completed,2,2,1090.93,702.95,EUR
BK-021354,2024-10-15,2024-11-22,2024-11-25,2,Alpine Adventures GmbH,7,Nice Coastal Tour,Tour,Nice,5,Camille Moreau,Completed,9,3,1292.02,711.43,EUR
BK-021355,2024-10-11,2024-12-28,2024-12-31,4,Voyages Lumiere,5,Wine Tasting Bordeaux,Tour,Bordeaux,5,Camille Moreau,Completed,4,3,610.67,423.41,EUR
BK-021356,2024-10-09,2024-12-26,2024-12-28,16,Mumbai Getaways Pvt,7,Nice Coastal Tour,Tour,Nice,7,Isabelle Leroy,Completed,12,2,2307.29,1576.58,EUR
BK-021357,2024-10-17,2024-12-10,2024-12-17,3,Pacific Coast Tours,3,Hotel Le Marais,Accommodation,Paris,8,Thomas Roux,Completed,8,7,10272.46,8134.71,EUR
BK-021358,2024-10-22,2024-10-30,2024-11-01,7,Beijing Star International,18,Marseille Port Tour,Tour,Marseille,2,Pierre Martin,Completed,10,2,1121.39,705.93,EUR
BK-021359,2024-10-29,2025-01-26,2025-01-27,1,Sakura Travel Group,15,Provence Lavender Tour,Tour,Provence,6,Nicolas Petit,Completed,4,0,597.95,348.93,EUR
BK-021360,2024-10-12,2024-11-22,2024-11-27,2,Alpine Adventures GmbH,16,Hotel Vieux Lyon,Accommodation,Lyon,3,Sophie Laurent,Cancelled,11,5,19175.5,13094.59,EUR
BK-021361,2024-10-30,2024-12-13,2024-12-19,18,Thai Smile Holidays,20,Hotel Negresco Nice,Accommodation,Nice,8,Thomas Roux,Cancelled,7,6,9860.38,6345.97,EUR
BK-021362,2024-10-04,2024-12-25,2025-01-01,17,Andalucia Sun Tours,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,2,Pierre Martin,Completed,4,7,2502.66,1700.83,EUR
BK-021363,2024-10-07,2024-10-21,2024-10-22,12,Kiwi Adventures Ltd,17,Strasbourg Christmas Tour,Tour,Strasbourg,5,Camille Moreau,Completed,2,1,151.31,92.15,EUR
BK-021364,2024-10-09,2024-11-20,2024-11-21,7,Beijing Star International,19,Ski Package Alps,Tour,Chamonix,3,Sophie Laurent,Completed,6,1,923.73,520.94,EUR
BK-021365,2024-10-10,2024-11-24,2024-11-27,3,Pacific Coast Tours,11,D-Day Normandy Tour,Tour,Normandy,2,Pierre Martin,Completed,7,3,1393.51,1048.95,EUR
BK-021366,2024-10-25,2024-11-21,2024-11-22,10,Seoul Wanderers Co.,11,D-Day Normandy Tour,Tour,Normandy,3,Sophie Laurent,Completed,9,0,1559.18,935.96,EUR
BK-021367,2024-10-02,2024-10-22,2024-10-23,15,Horizon Corp Events,7,Nice Coastal Tour,Tour,Nice,5,Camille Moreau,Completed,11,0,2039.58,1138.75,EUR
BK-021368,2024-10-03,2024-10-09,2024-10-10,1,Sakura Travel Group,13,Private Car Service,Transfer,Multi-city,8,Thomas Roux,Completed,7,0,405.23,252.94,EUR
BK-021369,2024-10-09,2025-01-05,2025-01-06,6,Southern Cross Holidays,14,Versailles Day Trip,Tour,Versailles,7,Isabelle Leroy,Completed,4,0,347.38,222.9,EUR
BK-021370,2024-10-23,2024-12-14,2024-12-24,18,Thai Smile Holidays,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,8,Thomas Roux,Completed,1,10,2991.13,1892.47,EUR
BK-021371,2024-10-24,2024-11-05,2024-11-06,12,Kiwi Adventures Ltd,9,Lyon Food Tour,Tour,Lyon,2,Pierre Martin,Completed,8,1,556.85,333.83,EUR
BK-021372,2024-10-17,2024-12-03,2024-12-04,9,Maple Leaf Journeys,2,Airport Transfer,Transfer,Paris,5,Camille Moreau,Completed,9,0,662.76,428.88,EUR
BK-021373,2024-10-25,2024-11-13,2024-11-19,10,Seoul Wanderers Co.,8,Hotel Promenade Nice,Accommodation,Nice,8,Thomas Roux,Cancelled,3,6,5703.42,3502.57,EUR
BK-021374,2024-10-30,2024-12-16,2024-12-17,13,Direct Client - Walk-in,8,Hotel Promenade Nice,Accommodation,Nice,2,Pierre Martin,Completed,2,1,696.44,489.74,EUR
BK-021375,2024-10-12,2025-01-04,2025-01-05,16,Mumbai Getaways Pvt,17,Strasbourg Christmas Tour,Tour,Strasbourg,6,Nicolas Petit,Completed,11,1,822.47,507.46,EUR
BK-021376,2024-10-02,2024-11-19,2024-11-20,8,Nordic Explorers AB,14,Versailles Day Trip,Tour,Versailles,6,Nicolas Petit,Completed,6,1,1155.02,751.3,EUR
BK-021377,2024-10-19,2024-12-30,2025-01-08,5,Gulf Luxury Travel,3,Hotel Le Marais,Accommodation,Paris,5,Camille Moreau,Completed,4,9,8833.74,6576.52,EUR
BK-021378,2024-10-26,2024-12-15,2024-12-16,2,Alpine Adventures GmbH,19,Ski Package Alps,Tour,Chamonix,6,Nicolas Petit,Completed,12,0,1247.23,907.81,EUR
BK-021379,2024-10-28,2024-11-23,2024-11-24,15,Horizon Corp Events,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,7,0,1011.15,556.38,EUR
BK-021380,2024-10-01,2024-11-09,2024-11-12,12,Kiwi Adventures Ltd,9,Lyon Food Tour,Tour,Lyon,1,Marie Dubois,Completed,2,3,236.49,148.67,EUR
BK-021381,2024-10-22,2024-12-12,2024-12-13,11,Roma Viaggi SRL,12,TGV Train Booking,Transfer,Multi-city,1,Marie Dubois,Completed,11,0,855.0,584.59,EUR
BK-021382,2024-10-19,2024-12-22,2024-12-23,7,Beijing Star International,5,Wine Tasting Bordeaux,Tour,Bordeaux,3,Sophie Laurent,Completed,5,1,386.26,236.78,EUR
BK-021383,2024-10-13,2024-11-13,2024-11-23,4,Voyages Lumiere,3,Hotel Le Marais,Accommodation,Paris,1,Marie Dubois,Completed,7,10,21713.7,14490.27,EUR
BK-021384,2024-10-24,2024-11-25,2024-11-26,8,Nordic Explorers AB,13,Private Car Service,Transfer,Multi-city,6,Nicolas Petit,Completed,10,0,394.24,283.03,EUR
BK-021385,2024-10-28,2024-12-06,2024-12-07,5,Gulf Luxury Travel,5,Wine Tasting Bordeaux,Tour,Bordeaux,7,Isabelle Leroy,Completed,2,0,140.07,82.1,EUR
BK-021386,2024-10-14,2025-01-09,2025-01-11,1,Sakura Travel Group,4,Seine River Cruise,Tour,Paris,3,Sophie Laurent,Completed,11,2,1024.48,647.95,EUR
BK-021387,2024-10-09,2024-12-25,2024-12-26,10,Seoul Wanderers Co.,5,Wine Tasting Bordeaux,Tour,Bordeaux,4,Jean-Luc Bernard,Completed,1,1,72.3,52.26,EUR
BK-021388,2024-10-02,2024-10-04,2024-10-05,7,Beijing Star International,1,City Walking Tour,Tour,Paris,3,Sophie Laurent,Completed,8,0,1031.71,723.13,EUR
BK-021389,2024-10-22,2024-11-12,2024-11-13,11,Roma Viaggi SRL,9,Lyon Food Tour,Tour,Lyon,1,Marie Dubois,Completed,11,1,1516.99,1019.53,EUR
BK-021390,2024-10-30,2024-11-29,2024-11-30,6,Southern Cross Holidays,11,D-Day Normandy Tour,Tour,Normandy,6,Nicolas Petit,Cancelled,7,1,472.4,370.95,EUR
BK-021391,2024-10-06,2024-12-21,2024-12-23,14,Direct Client - Web,9,Lyon Food Tour,Tour,Lyon,8,Thomas Roux,Completed,7,2,650.17,503.82,EUR
BK-021392,2024-10-31,2025-01-16,2025-01-19,19,Amazon Corp Travel,15,Provence Lavender Tour,Tour,Provence,6,Nicolas Petit,Completed,4,3,425.58,330.37,EUR
BK-021393,2024-10-07,2024-10-08,2024-10-09,20,Swiss Premium Tours,15,Provence Lavender Tour,Tour,Provence,1,Marie Dubois,Completed,7,0,608.28,475.96,EUR
BK-021394,2024-10-05,2024-12-07,2024-12-08,11,Roma Viaggi SRL,7,Nice Coastal Tour,Tour,Nice,7,Isabelle Leroy,Completed,8,0,1407.42,831.74,EUR
BK-021395,2024-10-24,2024-11-19,2024-11-20,19,Amazon Corp Travel,14,Versailles Day Trip,Tour,Versailles,3,Sophie Laurent,Completed,5,1,490.94,343.44,EUR
BK-021396,2024-10-16,2024-12-13,2024-12-14,18,Thai Smile Holidays,15,Provence Lavender Tour,Tour,Provence,3,Sophie Laurent,Completed,12,1,1141.3,897.73,EUR
BK-021397,2024-10-09,2024-12-04,2024-12-14,6,Southern Cross Holidays,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,3,Sophie Laurent,Cancelled,3,10,10432.04,8205.17,EUR
BK-021398,2024-10-07,2024-12-13,2024-12-17,17,Andalucia Sun Tours,3,Hotel Le Marais,Accommodation,Paris,6,Nicolas Petit,Completed,3,4,3298.86,1993.72,EUR
BK-021399,2024-10-01,2024-11-20,2024-11-23,1,Sakura Travel Group,5,Wine Tasting Bordeaux,Tour,Bordeaux,5,Camille Moreau,Cancelled,1,3,181.62,131.1,EUR
BK-021400,2024-10-10,2024-10-20,2024-10-25,11,Roma Viaggi SRL,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,3,Sophie Laurent,Completed,3,5,3590.56,2113.8,EUR
BK-021401,2024-10-13,2024-12-09,2024-12-10,19,Amazon Corp Travel,1,City Walking Tour,Tour,Paris,4,Jean-Luc Bernard,Completed,12,1,1759.4,982.89,EUR
BK-021402,2024-10-06,2025-01-03,2025-01-15,7,Beijing Star International,20,Hotel Negresco Nice,Accommodation,Nice,4,Jean-Luc Bernard,Completed,11,12,44576.79,27619.05,EUR
BK-021403,2024-10-07,2024-11-20,2024-11-21,7,Beijing Star International,18,Marseille Port Tour,Tour,Marseille,8,Thomas Roux,Completed,9,1,1319.31,917.75,EUR
BK-021404,2024-10-03,2024-12-21,2024-12-23,8,Nordic Explorers AB,1,City Walking Tour,Tour,Paris,1,Marie Dubois,Completed,10,2,1458.51,899.89,EUR
BK-021405,2024-10-12,2024-12-25,2024-12-26,2,Alpine Adventures GmbH,12,TGV Train Booking,Transfer,Multi-city,3,Sophie Laurent,Completed,6,0,762.21,510.11,EUR
BK-021406,2024-10-24,2025-01-22,2025-01-23,1,Sakura Travel Group,7,Nice Coastal Tour,Tour,Nice,8,Thomas Roux,Completed,1,0,133.93,102.92,EUR
BK-021407,2024-10-14,2024-12-31,2025-01-02,13,Direct Client - Walk-in,10,Mont Blanc Excursion,Tour,Chamonix,8,Thomas Roux,Completed,5,2,599.78,424.36,EUR
BK-021408,2024-10-24,2025-01-12,2025-01-14,18,Thai Smile Holidays,4,Seine River Cruise,Tour,Paris,4,Jean-Luc Bernard,Cancelled,12,2,1260.12,896.68,EUR
BK-021409,2024-10-02,2024-12-13,2024-12-14,19,Amazon Corp Travel,13,Private Car Service,Transfer,Multi-city,3,Sophie Laurent,Cancelled,11,0,1436.66,954.69,EUR
BK-021410,2024-10-30,2025-01-23,2025-01-24,11,Roma Viaggi SRL,1,City Walking Tour,Tour,Paris,3,Sophie Laurent,Completed,11,1,1677.23,1259.12,EUR
BK-021411,2024-10-23,2024-11-26,2024-11-27,2,Alpine Adventures GmbH,4,Seine River Cruise,Tour,Paris,6,Nicolas Petit,Completed,6,0,964.98,573.67,EUR
BK-021412,2024-10-03,2024-10-22,2024-10-25,15,Horizon Corp Events,14,Versailles Day Trip,Tour,Versailles,7,Isabelle Leroy,Cancelled,11,3,1387.21,1035.54,EUR
BK-021413,2024-10-27,2024-11-30,2024-12-01,11,Roma Viaggi SRL,2,Airport Transfer,Transfer,Paris,7,Isabelle Leroy,Completed,5,0,440.32,269.51,EUR
BK-021414,2024-10-09,2024-10-31,2024-11-02,7,Beijing Star International,10,Mont Blanc Excursion,Tour,Chamonix,3,Sophie Laurent,Completed,1,2,114.53,70.74,EUR
BK-021415,2024-10-08,2024-10-26,2024-10-27,10,Seoul Wanderers Co.,14,Versailles Day Trip,Tour,Versailles,4,Jean-Luc Bernard,Cancelled,5,0,901.36,652.47,EUR
BK-021416,2024-10-27,2024-11-23,2024-11-25,12,Kiwi Adventures Ltd,16,Hotel Vieux Lyon,Accommodation,Lyon,3,Sophie Laurent,Completed,12,2,3646.86,2730.48,EUR
BK-021417,2024-10-03,2024-11-15,2024-11-16,1,Sakura Travel Group,14,Versailles Day Trip,Tour,Versailles,6,Nicolas Petit,Completed,4,1,635.96,500.53,EUR
BK-021418,2024-10-06,2024-10-27,2024-10-28,6,Southern Cross Holidays,12,TGV Train Booking,Transfer,Multi-city,7,Isabelle Leroy,Completed,5,0,501.88,311.38,EUR
BK-021419,2024-10-02,2024-11-27,2024-11-30,10,Seoul Wanderers Co.,15,Provence Lavender Tour,Tour,Provence,5,Camille Moreau,Cancelled,3,3,377.82,267.05,EUR
BK-021420,2024-10-02,2024-12-01,2024-12-04,17,Andalucia Sun Tours,1,City Walking Tour,Tour,Paris,2,Pierre Martin,Completed,12,3,671.63,381.01,EUR
BK-021421,2024-10-05,2024-11-12,2024-11-13,12,Kiwi Adventures Ltd,10,Mont Blanc Excursion,Tour,Chamonix,7,Isabelle Leroy,Completed,10,0,1460.25,1147.19,EUR
BK-021422,2024-10-24,2024-12-29,2025-01-03,19,Amazon Corp Travel,16,Hotel Vieux Lyon,Accommodation,Lyon,1,Marie Dubois,Completed,1,5,777.28,541.02,EUR
BK-021423,2024-10-22,2024-10-30,2024-10-31,7,Beijing Star International,15,Provence Lavender Tour,Tour,Provence,2,Pierre Martin,Completed,12,1,2111.92,1316.49,EUR
BK-021424,2024-10-01,2024-11-07,2024-11-08,1,Sakura Travel Group,19,Ski Package Alps,Tour,Chamonix,7,Isabelle Leroy,Completed,5,1,292.45,180.22,EUR
BK-021425,2024-10-02,2024-11-30,2024-12-01,9,Maple Leaf Journeys,2,Airport Transfer,Transfer,Paris,4,Jean-Luc Bernard,Completed,2,0,67.01,42.69,EUR
BK-021426,2024-10-07,2024-10-19,2024-10-20,17,Andalucia Sun Tours,12,TGV Train Booking,Transfer,Multi-city,8,Thomas Roux,Completed,9,0,611.82,395.7,EUR
BK-021427,2024-10-14,2024-12-10,2024-12-11,4,Voyages Lumiere,12,TGV Train Booking,Transfer,Multi-city,5,Camille Moreau,Cancelled,2,0,123.57,75.01,EUR
BK-021428,2024-10-11,2024-12-02,2024-12-04,4,Voyages Lumiere,1,City Walking Tour,Tour,Paris,5,Camille Moreau,Completed,12,2,836.86,556.06,EUR
BK-021429,2024-10-05,2024-10-14,2024-10-15,18,Thai Smile Holidays,11,D-Day Normandy Tour,Tour,Normandy,7,Isabelle Leroy,Completed,2,1,131.42,83.29,EUR
BK-021430,2024-10-30,2024-12-25,2025-01-08,16,Mumbai Getaways Pvt,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,2,Pierre Martin,Completed,5,14,9527.54,6120.93,EUR
BK-021431,2024-10-04,2024-10-09,2024-10-10,4,Voyages Lumiere,13,Private Car Service,Transfer,Multi-city,7,Isabelle Leroy,Completed,6,0,187.5,115.07,EUR
BK-021432,2024-10-16,2024-11-09,2024-11-11,7,Beijing Star International,11,D-Day Normandy Tour,Tour,Normandy,2,Pierre Martin,Cancelled,12,2,664.86,398.93,EUR
BK-021433,2024-10-06,2024-10-25,2024-10-28,5,Gulf Luxury Travel,1,City Walking Tour,Tour,Paris,6,Nicolas Petit,Completed,12,3,657.31,468.0,EUR
BK-021434,2024-10-27,2024-11-19,2024-11-20,18,Thai Smile Holidays,10,Mont Blanc Excursion,Tour,Chamonix,7,Isabelle Leroy,Completed,12,0,2024.1,1487.56,EUR
BK-021435,2024-10-19,2024-11-05,2024-11-06,8,Nordic Explorers AB,11,D-Day Normandy Tour,Tour,Normandy,7,Isabelle Leroy,Cancelled,1,1,64.87,35.92,EUR
BK-021436,2024-10-24,2025-01-16,2025-01-26,8,Nordic Explorers AB,20,Hotel Negresco Nice,Accommodation,Nice,2,Pierre Martin,Completed,10,10,34543.73,27150.67,EUR
BK-021437,2024-10-09,2024-10-17,2024-10-18,6,Southern Cross Holidays,1,City Walking Tour,Tour,Paris,8,Thomas Roux,Completed,12,0,799.07,597.57,EUR
BK-021438,2024-10-23,2025-01-14,2025-01-23,17,Andalucia Sun Tours,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,8,Thomas Roux,Completed,5,9,12505.73,7926.85,EUR
BK-021439,2024-10-29,2024-12-01,2024-12-04,12,Kiwi Adventures Ltd,20,Hotel Negresco Nice,Accommodation,Nice,5,Camille Moreau,Completed,11,3,4348.21,3160.82,EUR
BK-021440,2024-10-05,2024-11-26,2024-11-28,6,Southern Cross Holidays,14,Versailles Day Trip,Tour,Versailles,8,Thomas Roux,Completed,4,2,519.53,377.94,EUR
BK-021441,2024-10-28,2024-12-18,2024-12-20,18,Thai Smile Holidays,14,Versailles Day Trip,Tour,Versailles,2,Pierre Martin,Completed,2,2,111.26,63.14,EUR
BK-021442,2024-10-19,2025-01-09,2025-01-12,5,Gulf Luxury Travel,5,Wine Tasting Bordeaux,Tour,Bordeaux,5,Camille Moreau,Completed,4,3,211.54,138.88,EUR
BK-021443,2024-10-20,2024-12-26,2025-01-06,13,Direct Client - Walk-in,8,Hotel Promenade Nice,Accommodation,Nice,8,Thomas Roux,Completed,8,11,19100.55,10560.56,EUR
BK-021444,2024-10-23,2024-11-10,2024-11-11,17,Andalucia Sun Tours,9,Lyon Food Tour,Tour,Lyon,4,Jean-Luc Bernard,Cancelled,11,0,1141.54,832.14,EUR
BK-021445,2024-10-08,2024-11-02,2024-11-04,15,Horizon Corp Events,4,Seine River Cruise,Tour,Paris,3,Sophie Laurent,Completed,1,2,134.29,96.41,EUR
BK-021446,2024-10-13,2024-10-24,2024-10-25,6,Southern Cross Holidays,13,Private Car Service,Transfer,Multi-city,1,Marie Dubois,Completed,2,0,167.09,132.61,EUR
BK-021447,2024-10-26,2024-12-07,2024-12-08,13,Direct Client - Walk-in,4,Seine River Cruise,Tour,Paris,7,Isabelle Leroy,Cancelled,1,1,182.24,125.85,EUR
BK-021448,2024-10-31,2025-01-15,2025-01-16,3,Pacific Coast Tours,14,Versailles Day Trip,Tour,Versailles,1,Marie Dubois,Completed,9,0,815.67,585.94,EUR
BK-021449,2024-10-24,2025-01-05,2025-01-16,16,Mumbai Getaways Pvt,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,7,Isabelle Leroy,Completed,8,11,12180.56,7953.87,EUR
BK-021450,2024-10-14,2024-11-13,2024-11-14,19,Amazon Corp Travel,7,Nice Coastal Tour,Tour,Nice,6,Nicolas Petit,Completed,1,1,108.67,78.85,EUR
BK-021451,2024-10-16,2024-12-10,2024-12-12,12,Kiwi Adventures Ltd,1,City Walking Tour,Tour,Paris,1,Marie Dubois,Completed,9,2,1321.55,941.14,EUR
BK-021452,2024-10-30,2024-11-06,2024-11-07,18,Thai Smile Holidays,20,Hotel Negresco Nice,Accommodation,Nice,4,Jean-Luc Bernard,Completed,1,1,192.34,135.69,EUR
BK-021453,2024-10-23,2025-01-07,2025-01-08,12,Kiwi Adventures Ltd,17,Strasbourg Christmas Tour,Tour,Strasbourg,6,Nicolas Petit,Completed,7,0,1324.53,831.68,EUR
BK-021454,2024-10-19,2024-11-25,2024-12-09,5,Gulf Luxury Travel,3,Hotel Le Marais,Accommodation,Paris,5,Camille Moreau,Completed,4,14,10796.84,6997.53,EUR
BK-021455,2024-10-23,2024-11-16,2024-11-27,19,Amazon Corp Travel,20,Hotel Negresco Nice,Accommodation,Nice,1,Marie Dubois,Completed,8,11,16518.54,11485.59,EUR
BK-021456,2024-10-17,2024-11-01,2024-11-02,14,Direct Client - Web,10,Mont Blanc Excursion,Tour,Chamonix,8,Thomas Roux,Completed,9,1,805.76,446.06,EUR
BK-021457,2024-10-31,2024-11-12,2024-11-15,9,Maple Leaf Journeys,15,Provence Lavender Tour,Tour,Provence,2,Pierre Martin,Completed,2,3,330.05,217.46,EUR
BK-021458,2024-10-01,2024-12-29,2024-12-30,9,Maple Leaf Journeys,2,Airport Transfer,Transfer,Paris,4,Jean-Luc Bernard,Completed,8,0,565.43,434.08,EUR
BK-021459,2024-10-04,2024-11-16,2024-11-18,5,Gulf Luxury Travel,15,Provence Lavender Tour,Tour,Provence,3,Sophie Laurent,Completed,10,2,983.36,716.92,EUR
BK-021460,2024-10-18,2024-12-08,2024-12-09,7,Beijing Star International,2,Airport Transfer,Transfer,Paris,1,Marie Dubois,Completed,4,0,323.76,201.63,EUR
BK-021461,2024-10-28,2024-12-14,2024-12-15,16,Mumbai Getaways Pvt,13,Private Car Service,Transfer,Multi-city,6,Nicolas Petit,Completed,4,0,490.57,309.67,EUR
BK-021462,2024-10-11,2024-11-12,2024-11-15,10,Seoul Wanderers Co.,9,Lyon Food Tour,Tour,Lyon,4,Jean-Luc Bernard,Completed,10,3,1901.12,1281.58,EUR
